Código do Termo;Termo;Apresentação;Laboratório;Data de início de vigência;Data de fim de vigência;Data de fim de implantação;REGISTRO ANVISA
90349083;CYRAMZA;500 MG SOL INJ CT FA VD INC X 50 ML;ELI LILLY DO BRASIL LTDA;01/10/2016;;31/12/2016;1126001930023
90320778;LUCENTIS;10 MG/ML SOL INJ CT 1 SER PREENC VD TRANS X 0,165 ML;NOVARTIS BIOCIENCIAS S.A;01/01/2016;;31/03/2016;1006810560032
90409582;LUCENTIS;10 MG/ML SOL INJ CT 1 FA VD INC X 0,23 ML + AGU C/ FILTRO;NOVARTIS BIOCIENCIAS S.A;01/03/2019;;31/05/2019;1006810560059
90171454;LUCENTIS;10 MG/ML SOL INJ CT 1 FA VD INC X 0,23 ML + SER + AGULHA + FILTRO P/ INJ;NOVARTIS BIOCIENCIAS S.A;10/10/2012;;31/08/2014;1006810560024
90195000;FASTURTEC;1,5 MG PÓ LIOF CX 3 FA VC INC + 3 AMP VD INC X 1 ML;SANOFI-AVENTIS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1130010760011
90344570;STIVARGA;40 MG COM REV CT FR PLAS OPC X 28;BAYER S.A.;01/06/2016;;31/08/2016;1705601080018
90344588;STIVARGA;40 MG COM REV CT FR PLAS OPC X 84;BAYER S.A.;01/06/2016;;31/08/2016;1705601080026
90196813;RILUTEK;50 MG COM REV CT BL AL PLAS OPC X 56;SANOFI-AVENTIS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1130002780023
90294831;RILUZOL;50 MG COM REV CT BL AL PLAS OPC X 56;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;01/05/2014;;31/08/2014;1029804020012
90305280;RILUZOL;50 MG COM REV CT BL AL PLAS OPC X 60;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901790016
90227743;RILUZOL;50 MG COM REV CT BL AL PLAS OPC X 60;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1004705020078
90314522;LFM-RILUZOL;50 MG COM REV CT BL AL AL X 500 (EMB HOSP);LABORATÓRIO FARMACÊUTICO DA MARINHA;01/01/2016;;31/03/2016;1262500950049
90314530;LFM-RILUZOL;50 MG COM REV CT BL AL PLAS OPC X 500 (EMB HOSP);LABORATÓRIO FARMACÊUTICO DA MARINHA;01/01/2016;;31/03/2016;1262500950030
90314549;LFM-RILUZOL;50 MG COM REV CT BL AL AL X 56;LABORATÓRIO FARMACÊUTICO DA MARINHA;01/01/2016;;31/03/2016;1262500950022
90314557;LFM-RILUZOL;50 MG COM REV CT BL AL PLAS OPC X 56;LABORATÓRIO FARMACÊUTICO DA MARINHA;01/01/2016;;31/03/2016;1262500950014
90382439;RILUZOL;50 MG COM REV CT BL AL AL X 500 (EMB HOSP);LABORATÓRIO FARMACÊUTICO DA MARINHA;01/01/2018;;31/03/2018;1262501030040
90382447;RILUZOL;50 MG COM REV CT BL AL PLAS OPC X 500 (EMB HOSP);LABORATÓRIO FARMACÊUTICO DA MARINHA;01/01/2018;;31/03/2018;1262501030032
90382455;RILUZOL;50 MG COM REV CT BL AL AL X 56;LABORATÓRIO FARMACÊUTICO DA MARINHA;01/01/2018;;31/03/2018;1262501030024
90382463;RILUZOL;50 MG COM REV CT BL AL PLAS OPC X 56;LABORATÓRIO FARMACÊUTICO DA MARINHA;01/01/2018;;31/03/2018;1262501030016
90235762;TEKZOR;50 MG COM REV CT BL AL PLAS OPC X 60;GERMED FARMACEUTICA LTDA;10/10/2012;;31/08/2014;1058307330017
90278658;RILOTOL;50 MG COM REV CT BL AL PLAS TRANS X 28 ;SUN FARMACÊUTICA DO BRASIL LTDA;01/01/2016;;31/03/2016;1468200300016
90278674;RILUZOL;50 MG COM REV CT BL AL PLAS TRANS X 28 ;SUN FARMACÊUTICA DO BRASIL LTDA;01/01/2016;;31/03/2016;1468200310011
90328531;RILUZOL;50 MG COM REV CT BL AL PLAS OPC X 60;EMS S/A;01/01/2016;;31/03/2016;1023510370017
90184580;MABTHERA;10 MG/ML SOL DIL INFUS IV CT 2 FR VD TRANS X 10 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/06/2016;;31/08/2016;1010005480011
90184599;MABTHERA;10 MG/ML SOL DIL INFUS IV CT 1 FR VD TRANS X 50 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/06/2016;;31/08/2016;1010005480038
90343115;MABTHERA SC;1400 MG SOL INJ SC CT 1 FA VD TRANS X 11,7 ML (REST HOSP);PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;10/04/2017;;09/07/2017;1010005480046
90342003;COSENTYX;150 MG PO LIOF SOL INJ CT 1 FA VD TRANS ;NOVARTIS BIOCIENCIAS S.A;01/06/2016;;31/08/2016;1006811220014
90342011;COSENTYX;150 MG/ML SOL INJ CT 1 SER PREENC VD TRANS X 1 ML;NOVARTIS BIOCIENCIAS S.A;01/06/2016;;31/08/2016;1006811220022
90342020;COSENTYX;150 MG/ML SOL INJ CT 2 SER PREENC VD TRANS X 1 ML;NOVARTIS BIOCIENCIAS S.A;01/06/2016;;31/08/2016;1006811220030
90342038;COSENTYX;150 MG/ML SOL INJ CT 1 SER PREENC VD TRANS X 1 ML + 1 CAN APLIC;NOVARTIS BIOCIENCIAS S.A;01/06/2016;;31/08/2016;1006811220049
90342046;COSENTYX;150 MG/ML SOL INJ CT 2 SER PREENCH VD TRANS X 1 ML + 2 CAN APLIC;NOVARTIS BIOCIENCIAS S.A;01/06/2016;;31/08/2016;1006811220057
90311248;SYLVANT;100 MG PO LIOF SOL INJ FA VD TRANS X 8 ML ;JANSSEN-CILAG FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1123634110013
90311256;SYLVANT;400 MG PO LIOF SOL INJ FA VD TRANS X 30 ML ;JANSSEN-CILAG FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1123634110021
90214196;RAPAMUNE;1 MG DRG CT BL AL PLAS INC X 60 ;WYETH INDÚSTRIA FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1211001170124
90214200;RAPAMUNE;2 MG DRG CT BL AL PLAS INC X 30 ;WYETH INDÚSTRIA FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1211001170141
90422511;RAPAMUNE;1 MG DRG CT BL AL PLAS TRANS X 60 ;LABORATÓRIOS PFIZER LTDA;01/03/2019;;31/05/2019;1021602540011
90422520;RAPAMUNE;2 MG DRG CT BL AL PLAS TRANS X 30 ;LABORATÓRIOS PFIZER LTDA;01/03/2019;;31/05/2019;1021602540028
90409779;KISQALI;200 MG/DOSE COM REV CT BL AL PLAS TRANS X 21;NOVARTIS BIOCIENCIAS S.A;01/03/2019;;31/05/2019;1006811570015
90409787;KISQALI;200 MG/DOSE COM REV CT BL AL PLAS TRANS X 42;NOVARTIS BIOCIENCIAS S.A;01/03/2019;;31/05/2019;1006811570023
90409795;KISQALI;200 MG/DOSE COM REV CT BL AL PLAS TRANS X 63;NOVARTIS BIOCIENCIAS S.A;01/03/2019;;31/05/2019;1006811570031
90201302;BRIDION;100 MG/ML SOL INJ CT 10 FA VD INC X 2 ML;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/06/2016;;31/08/2016;1017101790015
90125347;BONAR;15 UI PO LIOF INJ CT FA VD INC + AMP DIL VD INC X 5 ML;BIOSINTÉTICA FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1121300980023
90158202;CINALEO;15 UI PÓ LIOF INJ CX FA VD INC;UCB BIOPHARMA LTDA.;01/01/2018;;31/03/2018;1236100620018
90215419;TECNOMICINA;15 U PO LIOF INJ CX AMP VD INC + AMP DIL X 10 ML;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400200024
90223578;RABINEFIL;10 MG PO LIOF INJ CX FA X 10 ML;FRESENIUS KABI BRASIL LTDA;10/10/2012;;31/08/2014;1004101440012
90144295;FAULBLASTINA;1 MG/ML SOL INJ CT 5 FA VD INC X 10 ML;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301300011
90314174;FAULBLASTINA;1 MG/ML SOL INJ CT 5 FA VD AMB X 10 ML;LIBBS FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1003301300021
90159063;VINATIN;1MG/ ML SOL INJ IV CT FA VD INC X 10 ML;UCB BIOPHARMA LTDA.;01/01/2018;;31/03/2018;1236100610012
90381017;SULFATO DE VINCRISTINA;1 MG/ML SOL INJ CT FA VD AMB X 1 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;01/01/2018;;31/03/2018;1064602050016
90381025;SULFATO DE VINCRISTINA;1 MG/ML SOL INJ CT 5 FA VD AMB X 1 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;01/01/2018;;31/03/2018;1064602050024
90381033;SULFATO DE VINCRISTINA;1 MG/ML SOL INJ CT 20 FA VD AMB X 1 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;01/01/2018;;31/03/2018;1064602050032
90133790;VINCIZINA CS;1 MG/ML SOL INJ CT 5 FA PLAS TRANS X 1 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;01/01/2016;;31/03/2016;1021601850015
90405757;VINCIZINA CS;1 MG/ML SOL INJ CT 5 FA PLAS TRANS X 1 ML (REST HOSP);WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1211003540018
90144600;FAULDVINCRI;1 MG / ML SOL INJ CT 5 FA VD INC X 1 ML ;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301350019
90291980;FAULDVINCRI;1 MG / ML SOL INJ CT 5 FA VD AMB X 1 ML;LIBBS FARMACÊUTICA LTDA;01/05/2014;;31/08/2014;1003301350043
90215346;TECNOCRIS;1 MG/ML SOL INJ CT FA VD INC X 1 ML (EMB HOSP) ;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400170044
90002709;SULFATO DE VINCRISTINA;1 MG/ML SOL INJ CT FA VD INC X 2 ML;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700180018
90221567;TACROLIL;1 MG CAP DURA CT BL AL PLAS PVDC OPC X 100 ENV AL;EMS S/A;01/03/2019;;31/08/2014;1023510300116
90221575;TACROLIL;5 MG CAP DURA CT BL AL PLAS PVDC OPC X 50 ENV AL;EMS S/A;01/03/2019;;31/08/2014;1023510300124
90305469;TACROLIMO;1 MG CAP GEL DURA CT BL AL PLAS OPC X 10 COM SACHE DE SILICA EM EMBALAGEM DE ALUMÍNIO (FLOW PACK)10;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901830026
90305477;TACROLIMO;1 MG CAP GEL DURA CT BL AL PLAS OPC X 50 COM SACHE DE SILICA EM EMBALAGEM DE ALUMÍNIO (FLOW PACK);FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901830034
90305485;TACROLIMO;1 MG CAP GEL DURA CT BL AL PLAS OPC X 100 COM SACHE DE SILICA EM EMBALAGEM DE ALUMÍNIO (FLOW PACK);FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901830042
90305493;TACROLIMO;5 MG CAP GEL DURA CT BL AL PLAS OPC X 50 ENV AL;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901830018
90305507;TACROLIMO;5 MG CAP GEL DURA CT BL AL PLAS OPC X 100 ENV AL (EMB HOSP);FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901830050
90232470;TARFIC;1 MG CAP GEL DURA CT BL AL AL X 100;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301600015
90232488;TARFIC;5 MG CAP GEL DURA CT BL AL AL X 50;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301600023
90158890;TACROFORT;5 MG CAP GEL DURA CT BL AL X 50;UCB BIOPHARMA LTDA.;01/01/2018;;31/03/2018;1236100710017
90250079;TACROLIMO;1MG CAP GEL DURA CT BL AL AL X 100;FUNDAÇÃO OSWALDO CRUZ;10/10/2012;;31/08/2014;1106301290017
90250087;TACROLIMO;5 MG CAP GEL DURA CT BL AL AL X 50;FUNDAÇÃO OSWALDO CRUZ;10/10/2012;;31/08/2014;1106301290025
90327497;PROGRAF;5 MG/ML SOL INJ CT 10 AMP VD INC X 1 ML;ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.;01/01/2016;;31/03/2016;1771700070051
90327500;PROGRAF;1MG CAP DURA CT ENV AL BL AL PLAS TRANS X100 ;ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.;01/01/2016;;31/03/2016;1771700070019
90327519;PROGRAF;5MG CAP DURA CT ENV AL BL AL PLAS TRANS X 50;ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.;01/01/2016;;31/03/2016;1771700070027
90327527;PROGRAF;1MG CAP DURA LIB PROL CT ENV AL BL AL PLAS TRANS X 50;ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.;01/01/2016;;31/03/2016;1771700070035
90327535;PROGRAF;5MG CAP DURA LIB PROL CT ENV AL BL AL PLAS TRANS X 50;ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.;01/01/2016;;31/03/2016;1771700070043
90423674;TACROFORT;5MG CAP DURA CT BL AL X 50;CAMBER FARMACEUTICA LTDA;01/03/2019;;31/05/2019;1650700010011
90423682;TACROFORT;1 MG CAP DURA CT BL AL X 50;CAMBER FARMACEUTICA LTDA;01/03/2019;;31/05/2019;1650700010022
90369653;VYNDAQEL;20 MG CAP MOLE CT BL AL PLAS TRANS X 30;LABORATÓRIOS PFIZER LTDA;10/04/2017;;09/07/2017;1021602420014
90077199;FUNED - TALIDOMIDA;100 MG COM CT ENV AL POLIET X 30;FUNDAÇÃO EZEQUIEL DIAS - FUNED;10/10/2012;;31/08/2014;1120900310029
90311841;TEMOZOLOMIDA;100 MG PO LIOF P/ SOL INJ CT 1 FA VD INC X 42 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;01/01/2016;;31/03/2016;1064602030015
90311850;TEMOZOLOMIDA;100 MG PO LIOF P/ SOL INJ CT 5 FA VD INC X 42 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;01/01/2016;;31/03/2016;1064602030023
90311868;TEMOLIDA;100 MG PO LIOF INJ CT 1 FA VD INC X 42 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;01/01/2016;;31/03/2016;1064602020011
90311876;TEMOLIDA;100 MG PO LIOF INJ CT 5 FA VD INC X 42 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;01/01/2016;;31/03/2016;1064602020028
90254899;TEMODAL;5 MG CAP EST FR VD AMB X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1017101940017
90254902;TEMODAL;20 MG CAP EST FR VD AMB X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1017101940033
90254910;TEMODAL;100 MG CAP EST FR VD AMB X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1017101940051
90254937;TEMODAL;140 MG CAP CT FR VD AMB X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1017101940092
90254945;TEMODAL;180 MG CAP CT FR VD AMB X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1017101940114
90254929;TEMODAL;250 MG CAP EST FR VD AMB X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1017101940076
90254953;TEMODAL;100 MG PÓ LIOF INJ CT FA VD INC X 40 ML;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1017101940130
90321022;TEMODAL;5 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1017101940157
90321030;TEMODAL;20 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1017101940173
90321049;TEMODAL;100 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1017101940191
90321057;TEMODAL;140 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1017101940238
90321065;TEMODAL;180 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1017101940254
90321073;TEMODAL;250 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1017101940211
90321200;TEMOZOLOMIDA;5 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1017102010153
90321219;TEMOZOLOMIDA;20 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1017102010171
90321227;TEMOZOLOMIDA;100 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1017102010196
90321235;TEMOZOLOMIDA;140 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1017102010234
90321243;TEMOZOLOMIDA;180 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1017102010250
90321251;TEMOZOLOMIDA;250 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1017102010218
90385578;TELMA;20 MG CAP GEL DURA CT FR VD AMB X 5;RANBAXY FARMACÊUTICA LTDA;01/03/2019;;31/03/2018;1235202480012
90385586;TELMA;100 MG CAP GEL DURA CT FR VD AMB X 5 ;RANBAXY FARMACÊUTICA LTDA;01/03/2019;;31/03/2018;1235202480055
90385594;TELMA;140 MG CAP GEL DURA CT FR VD AMB X 5;RANBAXY FARMACÊUTICA LTDA;01/03/2019;;31/03/2018;1235202480098
90385608;TELMA;250 MG CAP GEL DURA CT FR VD AMB X 5;RANBAXY FARMACÊUTICA LTDA;01/03/2019;;31/03/2018;1235202480136
90323190;TEMOZOLOMIDA;20 MG CAP GEL DURA CT FR VD AMB X 5;SUN FARMACÊUTICA DO BRASIL LTDA;01/01/2016;;31/03/2016;1468200390058
90323203;TEMOZOLOMIDA;100 MG CAP GEL DURA CT FR VD AMB X 5 ;SUN FARMACÊUTICA DO BRASIL LTDA;01/01/2016;;31/03/2016;1468200390090
90323211;TEMOZOLOMIDA;140 MG CAP GEL DURA CT FR VD AMB X 5;SUN FARMACÊUTICA DO BRASIL LTDA;01/01/2016;;31/03/2016;1468200390147
90323220;TEMOZOLOMIDA;250 MG CAP GEL DURA CT FR VD AMB X 5;SUN FARMACÊUTICA DO BRASIL LTDA;01/01/2016;;31/03/2016;1468200390181
90323319;TEMOZOD;20 MG CAP GEL DURA CT FR VD AMB X 5;SUN FARMACÊUTICA DO BRASIL LTDA;01/01/2016;;31/03/2016;1468200430017
90323327;TEMOZOD;100 MG CAP GEL DURA CT FR VD AMB X 5 ;SUN FARMACÊUTICA DO BRASIL LTDA;01/01/2016;;31/03/2016;1468200430051
90323335;TEMOZOD;140 MG CAP GEL DURA CT FR VD AMB X 5;SUN FARMACÊUTICA DO BRASIL LTDA;01/01/2016;;31/03/2016;1468200430092
90323343;TEMOZOD;250 MG CAP GEL DURA CT FR VD AMB X 5;SUN FARMACÊUTICA DO BRASIL LTDA;01/01/2016;;31/03/2016;1468200430130
90413644;TEMOZOLOMIDA;5 MG CAP GEL DURA CT FR VC AMB X 5;SUN FARMACÊUTICA DO BRASIL LTDA;01/03/2019;;31/05/2019;1468200390228
90369670;ZABRUX;20 MG CAP DURA CT FR VD AMB X 5;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/04/2017;;09/07/2017;1221400970016
90369661;ZABRUX;100MG CAP DURA CT FR VD AMB X 5;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/04/2017;;09/07/2017;1221400970024
90369688;ZABRUX;250MG CAP DURA CT FR VD AMB X 5;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/04/2017;;09/07/2017;1221400970032
90414438;TEMOZOLOMIDA;20 MG CAP DURA CT FR VD AMB X 5;ZODIAC PRODUTOS FARMACÊUTICOS S/A;01/03/2019;;31/05/2019;1221400940011
90414446;TEMOZOLOMIDA;100MG CAP DURA CT FR VD AMB X 5;ZODIAC PRODUTOS FARMACÊUTICOS S/A;01/03/2019;;31/05/2019;1221400940028
90414454;TEMOZOLOMIDA;250MG CAP DURA CT FR VD AMB X 5;ZODIAC PRODUTOS FARMACÊUTICOS S/A;01/03/2019;;31/05/2019;1221400940036
90035879;VUMON;10 MG/ML SOL INJ CT 10 AMP VD INC X 5 ML;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1018001370048
90214277;TORISEL;25 MG/ML SOL INJ CT FA VD INC X 1,2 ML + FA VD INC DIL X 1,8 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1211002760014
90422503;TORISEL;25 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 1,2 ML + DIL FA VD TRANS X 1,8 ML;LABORATÓRIOS PFIZER LTDA;01/03/2019;;31/05/2019;1021602530014
90314409;AUBAGIO;14 MG COM REV CT BL AL/AL X 30 ;GENZYME DO BRASIL LTDA;01/01/2016;;31/03/2016;1254300260021
90422309;TERIFLUNOMIDA;14 MG COM REV CT BL AL/AL X 30;SANOFI MEDLEY FARMACÊUTICA LTDA.;01/10/2019;;31/05/2019;1832602910018
90388542;MEVATYL;27 MG/ML + 25 MG/ML SOL SPR CT 3 FR VD AMB X 10 ML;BEAUFOUR IPSEN FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1697700030014
90287576;LANVIS;40 MG COM CT FR VD AMB X 25;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1376401340011
90184076;ACTEMRA;20 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 4 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/01/2016;;31/03/2016;1010006550013
90184050;ACTEMRA;20 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 10 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/01/2016;;31/03/2016;1010006550031
90321804;ACTEMRA SC;162 MG SOL INJ SC CT 1 SER PREENC VD TRANS X 0,9 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/01/2016;;31/03/2016;1010006550072
90321812;ACTEMRA SC;162 MG SOL INJ SC CT 4 SER PREENC VD TRANS X 0,9 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/01/2016;;31/03/2016;1010006550080
90246659;NEXAVAR;200 MG COM REV CT BL AL / AL X 60;BAYER S.A.;10/10/2012;;31/08/2014;1705600290061
90406869;ZEDORA;150 MG PO LIOF SOL INJ IV CT 2 FA VD TRANS;LIBBS FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1003301990026
90406877;ZEDORA;150 MG PO LIOF SOL INJ IV CT FA VD TRANS;LIBBS FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1003301990018
90406885;ZEDORA;150 MG PO LIOF SOL INJ IV CT 3 FA VD TRANS;LIBBS FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1003301990034
90406893;ZEDORA;150 MG PO LIOF SOL INJ IV CT 4 FA VD TRANS;LIBBS FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1003301990050
90406907;ZEDORA;440 MG PO LIOF SOL INJ IV CT FA VD TRANS + DIL FA VD TRANS X 20 ML;LIBBS FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1003301990042
90184440;HERCEPTIN;440 MG PO LIOF CT FA VD INC + DIL FA VD INC X 20 ML ;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;10/10/2012;;31/08/2014;1010005520013
90253736;HERCEPTIN;150 MG PO LIOF SOL INJ CT FA VD INC;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/12/2013;;31/08/2014;1010005520048
90294440;PERJETA HER;420 MG SOL DIL INFUS IV CT FA VD TRANS X 14 ML + 440 MG PO LIOF SOL INJ IV CT FA VD TRANS + DIL FA VD TRANS X 20 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/05/2014;;31/08/2014;1010006580011
90355199;HERCEPTIN SC;600 MG SOL INJ SC CT FA VD TRANS X 5 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;10/04/2017;;09/07/2017;1010005520056
90321758;KADCYLA;160 MG PO LIOF SOL INJ IV CT FA VD TRANS;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/01/2016;;31/03/2016;1010006590023
90321766;KADCYLA;100 MG PO LIOF SOL INJ IV CT FA VD TRANS ;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/01/2016;;31/03/2016;1010006590015
90400216;VESANOID;10 MG CAP GEL CT FR VD AMB X 100;FARMOQUÍMICA S/A;01/03/2019;;31/05/2019;1039001980018
90203780;VITACID;0,25 MG/G GEL CT BG AL X 25 G;THERASKIN FARMACEUTICA LTDA.;01/06/2016;;31/08/2016;1019102670028
90203798;VITACID;0,5MG/G CREME DERM CT BG AL X 25 G;THERASKIN FARMACEUTICA LTDA.;10/10/2012;;31/08/2014;1019102670036
90203810;VITACID XT;1,00 MG/G CREME DERM CT BG AL X 25 G;THERASKIN FARMACEUTICA LTDA.;10/10/2012;;31/08/2014;1019102670060
90134923;VITANOL-A;0,25 MG/G CREM DERM CT BG AL X 30 G;LABORATÓRIOS STIEFEL LTDA;10/10/2012;;31/08/2014;1067500150105
90134931;VITANOL-A;0,5 MG/G CREM DERM CT BG AL X 30 G;LABORATÓRIOS STIEFEL LTDA;10/10/2012;;31/08/2014;1067500150113
90134940;VITANOL-A;1 MG/G CREM DERM CT BG AL X 30 G;LABORATÓRIOS STIEFEL LTDA;10/10/2012;;31/08/2014;1067500150121
90134958;VITANOL-A;0,1 MG/G GEL CT BG AL X 30 G;LABORATÓRIOS STIEFEL LTDA;10/10/2012;;31/08/2014;1067500150148
90185366;VESANOID;10 MG CAP GEL CT FR VD AMB X 100;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;10/10/2012;;31/08/2014;1010005350029
90419847;TRETINOÍNA;0,25 MG/G CREM DERM CT BG AL X 30 G;EMS S/A;01/03/2019;;31/05/2019;1023512750011
