Código do Termo;Termo;Data de início de vigência;Data de fim de vigência;Data de fim de implantação
40201139;Endoscopia digestiva alta com magnificação;13/02/2009;;15/10/2010
40201147;Enteroscopia;13/02/2009;;15/10/2010
40201155;Histeroscopia diagnóstica com biópsia;13/02/2009;;15/10/2010
40201163;Laparoscopia;13/02/2009;;15/10/2010
40201171;Retossigmoidoscopia flexível;13/02/2009;;15/10/2010
40201180;Retossigmoidoscopia rígida;13/02/2009;;15/10/2010
40201198;Vídeo-endoscopia do esfíncter velo-palatino com ótica flexível;13/02/2009;;15/10/2010
40201201;Vídeo-endoscopia do esfíncter velo-palatino com ótica rígida;13/02/2009;;15/10/2010
40201210;Vídeo-endoscopia naso-sinusal com ótica flexível;13/02/2009;;15/10/2010
40201228;Vídeo-endoscopia naso-sinusal com ótica rígida;13/02/2009;;15/10/2010
40201236;Vídeo-laringo-estroboscopia com endoscópio flexível;13/02/2009;;15/10/2010
40201244;Vídeo-laringo-estroboscopia com endoscópio rígido;13/02/2009;;15/10/2010
40201252;Vídeo-faringo-laringoscopia com endoscópio flexível;13/02/2009;;15/10/2010
40201260;Vídeo-faringo-laringoscopia com endoscópio rígido;13/02/2009;;15/10/2010
40201279;Ureteroscopia flexível unilateral;13/02/2009;;15/10/2010
40201287;Ureteroscopia rígida unilateral;13/02/2009;;15/10/2010
40201309;Avaliação endoscópica da deglutição (FEES);13/02/2009;;15/10/2010
40201317;Medida de pressão de varizes de esôfago endoscópica;13/02/2009;;15/10/2010
40201325;Videoquimografia laríngea;13/02/2009;;15/10/2010
40201333;Endoscopia digestiva alta com cromoscopia;13/02/2009;;15/10/2010
40201341;Enteroscopia do intestino delgado com cápsula endoscópica;09/09/2010;;15/10/2010
40201350;Colonoscopia com cromoscopia;10/10/2012;;31/08/2014
40201368;Broncoscopia com cromoscopia;10/10/2012;;31/08/2014
40201376;Aplicação de plasma de argônio por endoscopia digestiva alta;10/10/2012;;31/08/2014
40201384;Aplicação de plasma de argônio por broncoscopia;10/10/2012;;31/08/2014
40201392;Aplicação de plasma de argônio por colonoscopia;10/10/2012;;31/08/2014
40201406;Aplicação de plasma de argônio por sigmoidoscopia;10/10/2012;;31/08/2014
40202011;Aritenoidectomia microcirúrgica endoscópica;13/02/2009;;15/10/2010
40202038;Endoscopia digestiva alta com biópsia e/ou citologia;13/02/2009;;15/10/2010
40202046;Biópsias por laparoscopia;13/02/2009;;15/10/2010
40202054;Broncoscopia com biópsia transbrônquica com acompanhamento radioscópico;13/02/2009;;15/10/2010
40202062;Cecostomia;13/02/2009;;15/10/2010
40202070;Cistoenterostomia com colocação de prótese ou dreno;13/02/2009;;15/10/2010
40202089;Colagem de fístula por via endoscópica;13/02/2009;;15/10/2010
40202097;Colocação de cânula sob orientação endoscópica;13/02/2009;;15/10/2010
40202100;Colocação de cateter para braquiterapia endobrônquica;13/02/2009;;15/10/2010
40202119;Colocação de prótese coledociana por via endoscópica;13/02/2009;;15/10/2010
40202127;Colocação de prótese traqueal ou brônquica;13/02/2009;;15/10/2010
40202135;Colonoscopia com magnificação e tatuagem;13/02/2009;;15/10/2010
40202143;Descompressão colônica por colonoscopia;13/02/2009;;15/10/2010
40202151;Desobstrução brônquica com laser ou eletrocautério;13/02/2009;;15/10/2010
40202160;Desobstrução brônquica por broncoaspiração;13/02/2009;;15/10/2010
40202178;Dilatação de estenose laringo-traqueo-brônquica;13/02/2009;;15/10/2010
40202186;Dilatação instrumental do esôfago, estômago ou duodeno;13/02/2009;;15/10/2010
40202194;Dilatação instrumental e injeção de substância medicamentosa por endoscopia;13/02/2009;;15/10/2010
40202208;Diverticulotomia - aparelho digestivo;13/02/2009;;15/10/2010
40202216;Drenagem cavitária por laparoscopia;13/02/2009;;15/10/2010
40202224;Ecoendoscopia com cistoenterostomia;13/02/2009;;15/10/2010
40202232;Ecoendoscopia com neurólise de plexo celíaco;13/02/2009;;15/10/2010
40202240;Ecoendoscopia com punção por agulha;13/02/2009;;15/10/2010
40202259;Esclerose de varizes de esôfago, estômago ou duodeno;13/02/2009;;15/10/2010
40202267;Estenostomia endoscópica;13/02/2009;;15/10/2010
40202283;Gastrostomia endoscópica;13/02/2009;;15/10/2010
40202291;Hemostasia mecânica do esôfago, estômago ou duodeno;13/02/2009;;15/10/2010
40202305;Hemostasia térmica por endoscopia;13/02/2009;;15/10/2010
40202313;Hemostasias de cólon;13/02/2009;;15/10/2010
40202330;Injeção de substância medicamentosa por endoscopia;13/02/2009;;15/10/2010
40202348;Introdução de prótese no esôfago;13/02/2009;;15/10/2010
40202356;Jejunostomia endoscópica;13/02/2009;;15/10/2010
40202364;Laringoscopia com microscopia para exérese de pólipo/nódulo/papiloma;13/02/2009;;15/10/2010
40202372;Laringoscopia com retirada de corpo estranho de laringe/faringe (tubo flexível);13/02/2009;;15/10/2010
40202399;Laringoscopia/traqueoscopia com exérese de pólipo/nódulo/papiloma;13/02/2009;;15/10/2010
40202410;Laringoscopia/traqueoscopia com retirada de corpo estranho (tubo rígido);13/02/2009;;15/10/2010
40202429;Laringoscopia/traqueoscopia para diagnóstico e biópsia (tubo rígido);13/02/2009;;15/10/2010
40202437;Laringoscopia/traqueoscopia para diagnóstico e biópsia com aparelho flexível;13/02/2009;;15/10/2010
40202445;Laringoscopia/traqueoscopia para intubação oro ou nasotraqueal;13/02/2009;;15/10/2010
40202453;Ligadura elástica do esôfago, estômago ou duodeno;13/02/2009;;15/10/2010
40202470;Mucosectomia;13/02/2009;;15/10/2010
40202488;Nasofibrolaringoscopia para dignóstico e/ou biópsia;13/02/2009;;15/10/2010
40202496;Papilotomia biópsia e/ou citologia biliar e pancreática;13/02/2009;;15/10/2010
40202500;Papilotomia e dilatação biliar ou pancreática;13/02/2009;;15/10/2010
40202518;Papilotomia endoscópica (para retirada de cálculos coledocianos ou drenagem biliar);13/02/2009;;15/10/2010
40202526;Papilotomia, dilatação e colocação de prótese ou dreno biliar ou pancreático;13/02/2009;;15/10/2010
40202534;Passagem de sonda naso-enteral;13/02/2009;;15/10/2010
40202542;Polipectomia de cólon (independente do número de pólipos);13/02/2009;;15/10/2010
40202550;Polipectomia do esôfago, estômago ou duodeno (independente do número de pólipos);13/02/2009;;15/10/2010
40202569;Retirada de corpo estranho do cólon;13/02/2009;;15/10/2010
40202577;Retirada de corpo estranho do esôfago, estômago ou duodeno;13/02/2009;;15/10/2010
40202585;Retirada de corpo estranho no brônquio ou brônquico;13/02/2009;;15/10/2010
40202593;Retirada de tumor ou papiloma por broncoscopia;13/02/2009;;15/10/2010
40202607;Tamponamento de varizes do esôfago e estômago;13/02/2009;;15/10/2010
40202615;Endoscopia digestiva alta com biópsia e teste de urease (pesquisa Helicobacter pylori);13/02/2009;;15/10/2010
40202623;Traqueostomia por punção percutânea;13/02/2009;;15/10/2010
40202631;Tratamento endoscópico de hemoptise;13/02/2009;;15/10/2010
40202640;Uretrotomia endoscópica;13/02/2009;;15/10/2010
40202658;Colocação de balão intragástrico por via endoscópica para obesidade mórbida;10/10/2012;;31/08/2014
40202666;Colonoscopia com biópsia e/ou citologia;13/02/2009;;15/10/2010
40202674;Colonoscopia com dilatação segmentar;13/02/2009;;15/10/2010
40202682;Retossigmoidoscopia flexível com polipectomia;13/02/2009;;15/10/2010
40202690;Retossigmoidoscopia flexível com biópsia e/ou citologia;13/02/2009;;15/10/2010
40202704;Colonoscopia com estenostomia;13/02/2009;;15/10/2010
40202712;Colonoscopia com mucosectomia;13/02/2009;;15/10/2010
40202720;Retossigmoidoscopia rígida com biópsia e/ou citologia;13/02/2009;;15/10/2010
40202739;Retossigmoidoscopia rígida com polipectomia;13/02/2009;;15/10/2010
40202747;Endoscopia digestiva alta com cromoscopia e biópsia e/ou citologia;13/02/2009;;15/10/2010
40202755;Colonoscopia com tratamento de fístula;13/02/2009;;15/10/2010
40202763;Laringoscopia/traqueoscopia com laser para exérese de papiloma/tumor;13/02/2009;;15/10/2010
40202771;Retirada de balão intragástrico por via endoscópica;10/10/2012;;31/08/2014
40301010;3-metil histidina, pesquisa e/ou dosagem no soro;13/02/2009;;15/10/2010
40301028;5-nucleotidase - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301036;Acetaminofen - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301044;Acetilcolinesterase, em eritrócitos - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301052;Acetona, pesquisa e/ou dosagem no soro;13/02/2009;;15/10/2010
40301060;Ácido ascórbico (vitamina C) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301079;Ácido beta hidroxi butírico - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301087;Ácido fólico, pesquisa e/ou dosagem nos eritrócitos;13/02/2009;;15/10/2010
40301095;Ácido glioxílico - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301109;Ácido láctico (lactato) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301117;Ácido orótico - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301125;Ácido oxálico - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301133;Ácido pirúvico - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301141;Ácido siálico - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301150;Ácido úrico - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301168;Ácido valpróico - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301176;Ácidos biliares - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301184;Ácidos graxos livres - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301192;Ácidos orgânicos (perfil quantitativo);13/02/2009;;15/10/2010
40301206;Acilcarnitinas (perfil qualitativo);13/02/2009;;15/10/2010
40301214;Acilcarnitinas (perfil quantitativo);13/02/2009;;15/10/2010
40301222;Albumina - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301230;Aldolase - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301249;Alfa-1-antitripsina, pesquisa e/ou dosagem no soro;13/02/2009;;15/10/2010
40301257;Alfa-1-glicoproteína ácida - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301265;Alfa-2-macroglobulina - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301273;Alumínio, pesquisa e/ou dosagem no soro;13/02/2009;;15/10/2010
40301281;Amilase - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301290;Aminoácidos, fracionamento e quantificação;13/02/2009;;15/10/2010
40301303;Amiodarona - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301311;Amitriptilina, nortriptilina (cada) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301320;Amônia - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301338;Anfetaminas, pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301346;Antibióticos, pesquisa e/ou dosagem no soro, cada;13/02/2009;;15/10/2010
40301354;Apolipoproteína A (Apo A) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301362;Apolipoproteína B (Apo B) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301370;Barbitúricos, antidepressivos tricíclicos (cada) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301389;Beta-glicuronidase - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301397;Bilirrubinas (direta, indireta e total) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301400;Cálcio - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301419;Cálcio iônico - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301427;Capacidade de fixação de ferro - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301435;Carbamazepina - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301443;Carnitina livre - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301451;Carnitina total e frações - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301460;Caroteno - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301478;Ceruloplasmina - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301486;Ciclosporina, methotrexate - cada - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301494;Clearance de ácido úrico;13/02/2009;;15/10/2010
40301508;Clearance de creatinina;13/02/2009;;15/10/2010
40301516;Clearance de fosfato;13/02/2009;;15/10/2010
40301524;Clearance de uréia;13/02/2009;;15/10/2010
40301532;Clearance osmolar;13/02/2009;;15/10/2010
40301540;Clomipramina - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301559;Cloro - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301567;Cobre - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301575;Cocaína, pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301583;Colesterol (HDL) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301591;Colesterol (LDL) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301605;Colesterol total - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301613;Cotinina - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301621;Creatina - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301630;Creatinina - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301648;Creatino fosfoquinase total (CK) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301656;Creatino fosfoquinase - fração MB - massa - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301664;Creatino fosfoquinase - fração MB - atividade - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301672;Cromatografia de aminoácidos (perfil qualitatitivo) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301680;Curva glicêmica (4 dosagens) via oral ou endovenosa;13/02/2009;;15/10/2010
40301699;Desidrogenase alfa-hidroxibutírica - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301702;Desidrogenase glutâmica - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301710;Desidrogenase isocítrica - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301729;Desidrogenase láctica - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301737;Desidrogenase láctica - isoenzimas fracionadas - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301745;Benzodiazepínicos e similares (cada) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301753;Digitoxina ou digoxina - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301761;Eletroferese de proteínas;13/02/2009;;15/10/2010
40301770;Eletroforese de glicoproteínas;13/02/2009;;15/10/2010
40301788;Eletroforese de lipoproteínas;13/02/2009;;15/10/2010
40301796;Enolase - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301800;Etossuximida - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301818;Fenilalanina, pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301826;Fenitoína - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301834;Fenobarbital - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301842;Ferro sérico - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301850;Formaldeído - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301869;Fosfatase ácida fração prostática - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301877;Fosfatase ácida total - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301885;Fosfatase alcalina - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301893;Fosfatase alcalina com fracionamento de isoenzimas - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301907;Fosfatase alcalina fração óssea - Elisa - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301915;Fosfatase alcalina termo-estável - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301923;Fosfolipídios - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301931;Fósforo - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301940;Fósforo, prova de reabsorção tubular;13/02/2009;;15/10/2010
40301958;Frutosaminas (proteínas glicosiladas) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301966;Frutose - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301974;Galactose - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301982;Galactose 1-fosfatouridil transferase, pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40301990;Gama-glutamil transferase - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40302016;Gasometria (pH, pCO2, SA, O2, excesso base) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40302024;Gasometria + Hb + Ht + Na +  K + Cl + Ca + glicose + lactato (quando efetuado no gasômetro) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40302032;Glicemia após sobrecarga com dextrosol ou glicose - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40302040;Glicose - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40302059;Glicose-6-fosfato deidrogenase (G6FD) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40302067;Haptoglobina - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40302075;Hemoglobina glicada (A1 total) - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40302083;Hemoglobina plasmática livre - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40302091;Hexosaminidase A - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40302105;Hidroxiprolina - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40302113;Homocisteína - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40302121;Imipramina - desipramina - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40302130;Amilase ou alfa-amilase, isoenzimas - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
40302148;Isomerase fosfohexose - pesquisa e/ou dosagem;13/02/2009;;15/10/2010
